@RELATION bag

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE word STRING

@DATA
ham, "2go.did"
ham, "2gthr"
ham, "2hrs."
ham, "2marrow"
ham, "2morow."
ham, "2morrow"
ham, "2morrowxxxx"
ham, "2mro"
ham, "2mrw"
ham, "2nhite"
ham, "2nite?rson"
ham, "2u2."
ham, "2waxsto"
ham, "2wks."
ham, "2years"
ham, "2yrs."
ham, "3)Cover"
ham, "3,"
ham, "3,Wife:"
ham, "3-Maruti"
ham, "3-u"
ham, "3.Sentiment"
ham, "3.U"
ham, "30705"
ham, "3230"
ham, "327"
ham, "330."
ham, "3355!"
ham, "3:50"
ham, "3D!!B)her."
ham, "3L"
ham, "3ay"
ham, "3d"
ham, "3days"
ham, "3g"
ham, "3he"
ham, "3miles"
ham, "3optical"
ham, "3rd"
ham, "3rd?poly"
ham, "3wks."
ham, "3xx"
ham, "4'o"
ham, "4)Press"
ham, "4-6..."
ham, "4-Pavanaputra"
ham, "4-some1"
ham, "4..."
ham, "4.15"
ham, "4.30other"
ham, "4.47per"
ham, "4.Cook:"
ham, "4.rowdy"
ham, "4.ted"
ham, "40mph."
ham, "420ghte"
ham, "430"
ham, "451"
ham, "4?"
ham, "4BREKKIE!"
ham, "4EVAithout"
ham, "4GET"
ham, "4MY"
ham, "4U"
ham, "4WARD"
ham, "4a"
ham, "4d"
ham, "4eva"
ham, "4few"
ham, "4get"
ham, "4give"
ham, "4got,"
ham, "4th"
ham, "4the"
ham, "4u"
ham, "4u.i"
ham, "4w"
ham, "4wrd"
ham, "4years"
ham, "5)Gently"
ham, "5+-"
ham, "5+3+2="
ham, "5-Sankatmochan"
ham, "5.."
ham, "5..life"
ham, "5.15pm"
ham, "5.30"
ham, "5.Gardener:"
ham, "5.I’m"
ham, "5.Terror"
ham, "5.ful"
ham, "50"
ham, "50ea."
ham, "50s?"
ham, "515"
ham, "530"
ham, "545"
ham, "5digital"
ham, "5ish.674"
ham, "5min"
ham, "5mls"
ham, "5pm"
ham, "5pm.the"
ham, "5th"
ham, "5wkg"
ham, "5years"
ham, "6-Ramaduth"
ham, "6..."
ham, "6.30"
ham, "6.45pm."
ham, "6.Cruel"
ham, "6.House-Maid:"
ham, "6.cify"
ham, "6.romantic"
ham, "60,400thousad.i"
ham, "608."
ham, "630"
ham, "630ze."
ham, "63miles."
ham, "645m"
ham, "650.go"
ham, "67441233"
ham, "6hrs"
ham, "6hrs."
ham, "6hrshour"
ham, "6ish."
ham, "6missed"
ham, "6pm"
ham, "6pm."
ham, "6pm..:-)"
ham, "6th"
ham, "6this"
ham, "6timeson"
ham, "7+2+5=?????"
ham, "7-Mahaveer"
ham, "7.30"
ham, "7.30."
ham, "7.30ish?"
ham, "7.30pm"
ham, "7.Children:"
ham, "7.Romantic"
ham, "7.shy"
ham, "705"
ham, "705572711&first=true¡C"
ham, "72711&first=true¡C"
ham, "730.ntry"
ham, "77HP51FLmarch"
ham, "78BBthot"
ham, "7:30"
ham, "7am"
ham, "7ish,"
ham, "7ish?"
ham, "7oz."
ham, "7pm"
ham, "7th"
ham, "8"
ham, "8'o"
ham, "8+6+3="
ham, "8+e"
ham, "8-8:30"
ham, "8-hr"
ham, "8.30"
ham, "8.30.t"
ham, "8.Attractive"
ham, "8.Lovable"
ham, "8.Neighbour:"
ham, "850."
ham, "8am."
ham, "8ampires"
ham, "8first"
ham, "8lb"
ham, "8pm."
ham, "8th"
ham, "8th)"
ham, "8th?"
ham, "9"
ham, "9!"
ham, "9!ed"
ham, "9+2+4="
ham, "9,"
ham, "9-6."
ham, "9."
ham, "9.decent"
ham, "9.funny"
ham, "9.t"
ham, "930"
ham, "930.ants"
ham, "945+f"
ham, "9557"
ham, "98321561"
ham, "9?"
ham, "9?000"
ham, "9am"
ham, "9ja"
ham, "9ja."
ham, "9pm."
ham, "9t.."
ham, "9t:)"
ham, "9t;-)"
ham, "9z..."
ham, ":"
ham, ":("
ham, ":(ed"
ham, ":(ms"
ham, ":(on"
ham, ":(other"
ham, ":(�1000"
ham, ":)"
ham, ":)!"
ham, ":)0"
ham, ":)087147403231Winawk!Age16"
ham, ":)2optout=J5QALL"
ham, ":)HERE'S"
ham, ":)a"
ham, ":)ady."
ham, ":)aky"
ham, ":)all"
ham, ":)ants"
ham, ":)atest"
ham, ":)bing,remixed"
ham, ":)droom"
ham, ":)e"
ham, ":)eeting"
ham, ":)finally"
ham, ":)going"
ham, ":)h."
ham, ":)hat's"
ham, ":)her"
ham, ":)i"
ham, ":)id"
ham, ":)it"
ham, ":)l"
ham, ":)ld"
ham, ":)ll"
ham, ":)makes"
ham, ":)month.."
ham, ":)my"
ham, ":)n"
ham, ":)n't"
ham, ":)net"
ham, ":)ng"
ham, ":)om"
ham, ":)ow"
ham, ":)r"
ham, ":)so"
ham, ":)t"
ham, ":)voice"
ham, ":)why"
ham, ":)win"
ham, ":-("
ham, ":-(ee"
ham, ":-(ust"
ham, ":-(y"
ham, ":-)"
ham, ":-):):-):-):-)."
ham, ":-):-)"
ham, ":-):-)."
ham, ":-)admit"
ham, ":-)e"
ham, ":-)g"
ham, ":-)h..."
ham, ":-)hat"
ham, ":-)keep"
ham, ":-)ll"
ham, ":-)only"
ham, ":-)picking"
ham, ":-)please"
ham, ":-)rive"
ham, ":-)s"
ham, ":-)that"
ham, ":-/"
ham, ":-D"
ham, ":-P!"
ham, ":-P0"
ham, ":-Pe"
ham, ":-xx"
ham, ":/"
ham, ":/.yeP."
ham, ":/go"
ham, ":/he"
ham, ":/irlfrnd"
ham, ":/mall"
ham, ":/pt-out"
ham, ":Dim"
ham, ":V"
ham, ":V."
ham, ":Vme?00"
ham, ":Vminunginte"
ham, ";)"
ham, ";).oesn't"
ham, ";-("
ham, ";-)"
ham, ";>"
ham, ";V"
ham, ";_;"
ham, ";_;and"
ham, ";_;ies"
ham, ";_;ile"
ham, ";abel,u"
ham, "=)"
ham, "=/finish"
ham, "=D"
ham, "=Dke"
ham, "=Doul"
ham, "=Dw"
ham, "=Twelve"
ham, "?!"
ham, "?-"
ham, "?.."
ham, "??"
ham, "?by.com"
ham, "?chiong"
ham, "?d"
ham, "?de"
ham, "?deas?"
ham, "?ds"
ham, "?e"
ham, "?mttoday.-boy"
ham, "?ppiness"
ham, "?s"
ham, "?s..."
ham, "?sleep"
ham, "?t's"
ham, "?way?e"
ham, "?wk."
ham, "@Shesilm"
ham, "A-ffectionate."
ham, "ABOUT"
ham, "ABOUTAS"
ham, "ACCEPT"
ham, "ACTUALLY"
ham, "AD"
ham, "ADRINK"
ham, "AFEW"
ham, "AFTER"
ham, "AFTERNOON?"
ham, "AGAIN"
ham, "AGAIN!"
ham, "AGAIN."
ham, "AGAIN.call"
ham, "AGAINST"
ham, "AGES..RING"
ham, "AGO."
ham, "AGO.CUSOON"
ham, "AH"
ham, "AIG"
ham, "AINT"
ham, "AL!!!!!!!!!nough"
ham, "ALEX"
ham, "ALRITE"
ham, "ALRITEsage..no"
ham, "ALSO"
ham, "ALWAYS"
ham, "AM!?!"
ham, "AM."
ham, "AMY"
ham, "AN"
ham, "ANAL"
ham, "ANNIE"
ham, "ANTELOPE"
ham, "ANYTHING"
ham, "AP"
ham, "APPY"
ham, "APRIL."
ham, "AROUND!"
ham, "ARR"
ham, "AS"
ham, "ASAP"
ham, "ASKED,"
ham, "ASLEEP..."
ham, "ASTHERE"
ham, "ASUSUAL!1"
ham, "AT"
ham, "AUGUST!"
ham, "AV"
ham, "AVA"
ham, "AVE"
ham, "AVENT"
ham, "AXIS"
ham, "Aah"
ham, "Aah!"
ham, "Aah."
ham, "Aaniye"
ham, "Aaooooright"
ham, "Abbey!"
ham, "Abeg,"
ham, "Abiola"
ham, "Abiola."
ham, "Abiola1"
ham, "Abiola2a."
ham, "Abiola9066380611ink???"
ham, "Abiolaaim,"
ham, "Abiolaf"
ham, "Abiolalaint"
ham, "About"
ham, "Abt"
ham, "Accept"
ham, "Accounts"
ham, "Ache"
ham, "Acnt.sible."
ham, "Actually"
ham, "Actually,"
ham, "Address"
ham, "Aeronautics"
ham, "Affections...&"
ham, "Aft"
ham, "AfterNoon."
ham, "Afternoon"
ham, "Afternoons,"
ham, "Aftr"
ham, "Again"
ham, "Agalla"
ham, "Ah"
ham, "Ah,"
ham, "Ahhh."
ham, "Ahhhh...just"
ham, "Ahmad"
ham, "Aight"
ham, "Aight,"
ham, "Air"
ham, "Airtel"
ham, "Aiya"
ham, "Aiyah"
ham, "Aiyar"
ham, "Aiyo"
ham, "Aiyo..."
ham, "Aka"
ham, "Al"
ham, "Alaikkum.Pride"
ham, "Aldrine,"
ham, "Alex"
ham, "Allah,meet"
ham, "Allah.Rakhesh,"
ham, "Allo!"
ham, "Almost"
ham, "Already"
ham, "Alright"
ham, "Alright,"
ham, "Alright."
ham, "Alrite"
ham, "Also"
ham, "Although"
ham, "Always"
ham, "Alwys"
ham, "Amazing"
ham, "Amazing..."
ham, "Ambrith..madurai..met"
ham, "American"
ham, "Ami"
ham, "Amrca"
ham, "Amrita"
ham, "An"
ham, "And"
ham, "Annoying"
ham, "Another"
ham, "Anyone"
ham, "Anything"
ham, "Anything!"
ham, "Anything...t"
ham, "Anytime"
ham, "Anytime."
ham, "Anytime...cribed"
ham, "Anyway"
ham, "Anyway,"
ham, "Anyway."
ham, "Anyways"
ham, "Apart"
ham, "Apnt"
ham, "Apo"
ham, "Apparently"
ham, "Apps"
ham, "Appt"
ham, "Ar.Praveesh."
ham, "Arabian"
ham, "Ard"
ham, "Argh"
ham, "Argument"
ham, "Armand"
ham, "Arms"
ham, "Arngd"
ham, "Arul."
ham, "Arun"
ham, "Ashley"
ham, "Ask"
ham, "Asking"
ham, "Aslamalaikkum....insha"
ham, "Astronomer"
ham, "At"
ham, "Athletic"
ham, "Atlanta."
ham, "Atlast"
ham, "Atleast"
ham, "Audrey"
ham, "Audrie"
ham, "Auntie"
ham, "Avenge"
ham, "Awesome"
ham, "Awesome,"
ham, "Aww"
ham, "Awww"
ham, "Ay"
ham, "A£50"
ham, "B'day"
ham, "B-day"
ham, "BABE!"
ham, "BABE,"
ham, "BABE,PROBPOP"
ham, "BABE.."
ham, "BABE.SOZI"
ham, "BABES"
ham, "BABY"
ham, "BABY!HOPE"
ham, "BACK"
ham, "BACKWARDS)ne"
ham, "BAK"
ham, "BAK!"
ham, "BANG�1.50pm"
ham, "BANK"
ham, "BARMED?"
ham, "BATH.ht."
ham, "BBD(pooja)"
ham, "BBD..thts"
ham, "BCK"
ham, "BCoz,I"
ham, "BEAUTIFUL"
ham, "BEAUTIFUL,"
ham, "BED"
ham, "BEDROOM!LOVE"
ham, "BEEN"
ham, "BEER"
ham, "BEGIN"
ham, "BELIEVE"
ham, "BEST"
ham, "BETTER"
ham, "BETTERSN"
ham, "BIRD"
ham, "BIRTHDAY"
ham, "BIRTHDAYT"
ham, "BIT"
ham, "BIT?"
ham, "BK"
ham, "BLOKES"
ham, "BLOOD.Send"
ham, "BMW"
ham, "BOATIN"
ham, "BOO"
ham, "BOOKS?Pics"
ham, "BORED"
ham, "BORING.e"
ham, "BORN.PLEASE"
ham, "BOUT"
ham, "BOUT!)xx"
ham, "BOYF?"
ham, "BOYFRIEND."
ham, "BREAK"
ham, "BREAKIN"
ham, "BRISTOL"
ham, "BROKE"
ham, "BSLVYL"
ham, "BSLVYL."
ham, "BSLVYLCONVINCED"
ham, "BSLVYLuthat"
ham, "BTHERE."
ham, "BTW"
ham, "BUDDY!!"
ham, "BUS"
ham, "BUSest"
ham, "BUT"
ham, "BUTTHERES"
ham, "BUZ"
ham, "BYATCH"
ham, "Baaaaaaaabe!"
ham, "Baaaaabe!"
ham, "Babe!"
ham, "Babe,"
ham, "Babe?"
ham, "Babes"
ham, "Baby"
ham, "Badrith"
ham, "Ball"
ham, "Balls."
ham, "Bam"
ham, "Bani"
ham, "Bank"
ham, "Bbq"
ham, "Bc"
ham, "Bcoz"
ham, "Bcoz,"
ham, "Be"
ham, "Beautiful"
ham, "Beauty"
ham, "Bec"
ham, "Becaus"
ham, "Because"
ham, "Become"
ham, "Becomes"
ham, "Becoz"
ham, "Been"
ham, "Beer"
ham, "Beer-Rs."
ham, "Beerage?havent"
ham, "Before"
ham, "Behind"
ham, "Being"
ham, "Belovd"
ham, "Bennys"
ham, "Best"
ham, "Best1"
ham, "Beth"
ham, "Better"
ham, "Better."
ham, "Beware"
ham, "Big"
ham, "Bill"
ham, "Bill,"
ham, "Biola"
ham, "Biro"
ham, "Birthday"
ham, "Bishan"
ham, "Bit"
ham, "Bite"
ham, "Bits"
ham, "Black;i'm"
ham, "Blacko"
ham, "Blank"
ham, "Blank."
ham, "Bless"
ham, "Bloody"
ham, "Blue;u"
ham, "Body..!!"
ham, "Bognor"
ham, "Bone"
ham, "Boo"
ham, "Boo."
ham, "Booked"
ham, "Boooo"
ham, "Boost"
ham, "Boss"
ham, "Both"
ham, "Boy"
ham, "Boy:"
ham, "Boy;"
ham, "Brainless"
ham, "Brandy"
ham, "Brb"
ham, "Brdget"
ham, "Brief"
ham, "Bright"
ham, "Brilliant."
ham, "Bring"
ham, "Bristol"
ham, "Broadband"
ham, "Brother"
ham, "Brown;i"
ham, "Bstfrnd"
ham, "Bt"
ham, "Btw"
ham, "Bugis"
ham, "Building"
ham, "Bull."
ham, "Busy"
ham, "But"
ham, "But,"
ham, "Buzz!"
ham, "Bye."
ham, "C!"
ham, "C-IN"
ham, "CAKE"
ham, "CAL"
ham, "CALLED"
ham, "CALLIN"
ham, "CALM"
ham, "CAME!"
ham, "CAN"
ham, "CANT"
ham, "CANchargedg"
ham, "CANhappy"
ham, "CARE"
ham, "CAREFUL"
ham, "CAT"
ham, "CATCH"
ham, "CAUSE"
ham, "CER"
ham, "CERI"
ham, "CHA"
ham, "CHARGE"
ham, "CHECKIN"
ham, "CHEERED"
ham, "CHEERS"
ham, "CHILLIN"
ham, "CIALE"
ham, "CL."
ham, "CLoSE"
ham, "CM2"
ham, "CNN"
ham, "COLLEGE"
ham, "COLLEGE!"
ham, "COME"
ham, "COMIN"
ham, "COMMON"
ham, "COMPETITION."
ham, "COMPLETELY"
ham, "CONCERNEDg"
ham, "CONTENTION"
ham, "CONTRACT!!"
ham, "CONVINCED"
ham, "COOL"
ham, "COOL..."
ham, "COS"
ham, "COUNTINLOTS"
ham, "CRISIS!SPK"
ham, "CU"
ham, "CULDNT"
ham, "CaRE"
ham, "Cab"
ham, "Cable"
ham, "Cali"
ham, "Call,"
ham, "Callers."
ham, "Callertune16"
ham, "CallertuneDont"
ham, "Callertunee"
ham, "Callertunems"
ham, "Callertunewn"
ham, "Can't."
ham, "Can."
ham, "Can..."
ham, "Can...s"
ham, "Can?"
ham, "Canada,"
ham, "Cancel"
ham, "Cancer"
ham, "Cancer."
ham, "Cannot"
ham, "Captain"
ham, "Cardiff"
ham, "Care..:-)Contact"
ham, "Carlos"
ham, "Carlos'll"
ham, "Carry"
ham, "Case"
ham, "Catching"
ham, "Caught"
ham, "Cause"
ham, "Cbe"
ham, "Celebrated"
ham, "Celebrations"
ham, "Centre"
ham, "Chachi"
ham, "Change"
ham, "Charles"
ham, "Chasing"
ham, "Checkmate"
ham, "Cheer"
ham, "Cheers"
ham, "Cheers,"
ham, "Cheers."
ham, "Chef"
ham, "Chikku,"
ham, "Chinatown"
ham, "Chinese"
ham, "Chinesea"
ham, "Chk"
ham, "Christians"
ham, "Christmas"
ham, "Christmas!"
ham, "Christmas!Merry"
ham, "Christmas..."
ham, "Ciao!"
ham, "Cine"
ham, "Clos1"
ham, "Co."
ham, "Coffee"
ham, "Cold."
ham, "Colleagues"
ham, "Colleagues."
ham, "Com"
ham, "Common."
ham, "Companion"
ham, "Company"
ham, "Compass"
ham, "Compliments"
ham, "Concentrate"
ham, "Confidence:"
ham, "Congrats."
ham, "Consider"
ham, "Contact"
ham, "Convey"
ham, "Cool"
ham, "Cool,"
ham, "Cool."
ham, "Correct."
ham, "Cos"
ham, "Cougar-Pen"
ham, "Could"
ham, "Courageous"
ham, "Coz"
ham, "Coz..somtimes"
ham, "Cps"
ham, "Crab"
ham, "Crack"
ham, "Craigslist"
ham, "Cramps"
ham, "Cribbs"
ham, "Crucify"
ham, "Crying"
ham, "Ctagg."
ham, "Ctargg."
ham, "Cttargg."
ham, "Ctter."
ham, "Cttergg."
ham, "Cud"
ham, "Cut"
ham, "Cute"
ham, "Cute:"
ham, "Cutefrnd"
ham, "Cutter."
ham, "Cuz"
ham, "DA"
ham, "DABOOKS."
ham, "DADS"
ham, "DAMMIT!!it.ve"
ham, "DAN"
ham, "DARLIN"
ham, "DAS"
ham, "DAY"
ham, "DAY,"
ham, "DAY..U"
ham, "DAYS"
ham, "DD"
ham, "DE"
ham, "DEAD"
ham, "DECIDED"
ham, "DECIMAL"
ham, "DECIMALhere"
ham, "DEF"
ham, "DEL"
ham, "DER"
ham, "DETAILS"
ham, "DID"
ham, "DIDN'T"
ham, "DIDNT"
ham, "DIDN’T"
ham, "DISCOUNT"
ham, "DLF"
ham, "DNT"
ham, "DO"
ham, "DOCKS."
ham, "DOES"
ham, "DOESNT"
ham, "DOGBREATH?"
ham, "DOIN"
ham, "DOIN?"
ham, "DONE"
ham, "DONE!y"
ham, "DONTIGNORE"
ham, "DONTPLEASE"
ham, "DON’T"
ham, "DOWN"
ham, "DOWNON"
ham, "DREAMS.."
ham, "DREAMS..you"
ham, "DREAMZ"
ham, "DRINK"
ham, "DRINK."
ham, "DRIVE"
ham, "DRUNK!"
ham, "DUMB?."
ham, "Da"
ham, "Dad"
ham, "Dad."
ham, "Daddy"
ham, "Daddy,"
ham, "Dai"
ham, "Damn"
ham, "Damn,"
ham, "Dan"
ham, "Dare"
ham, "Darling"
ham, "Darren"
ham, "Darren...ER."
ham, "Dasara"
ham, "Dat"
ham, "Datz"
ham, "Day!"
ham, "Day...!!!"
ham, "Day:)Csek"
ham, "De"
ham, "Deal?ney"
ham, "Dear,"
ham, "Dear,Me"
ham, "Dear,regret"
ham, "Dear,shall"
ham, "Dear."
ham, "Dear..........."
ham, "Dear..:)or"
ham, "Dear1"
ham, "Declareur"
ham, "Deeraj"
ham, "Def"
ham, "Delhi"
ham, "Deliver"
ham, "Den"
ham, "Dependable"
ham, "Depends"
ham, "Derp."
ham, "Designation"
ham, "Desires-"
ham, "Desires...,"
ham, "Determined"
ham, "Detroit."
ham, "Dey"
ham, "Dhoni"
ham, "Dictionary"
ham, "Didn't"
ham, "Die,"
ham, "Die..."
ham, "Dileep.thank"
ham, "Din"
ham, "Ding"
ham, "Dino"
ham, "Dint"
ham, "Dip's"
ham, "Dirty"
ham, "Dis"
ham, "Disconnect"
ham, "Discussed"
ham, "Diseases"
ham, "Ditto."
ham, "Diwali"
ham, "Dizzamn,"
ham, "Dnt"
ham, "Doc"
ham, "Doctor"
ham, "Doctor."
ham, "Does"
ham, "Doesn't"
ham, "Doggy"
ham, "Doing"
ham, "Doll..:-D;-),"
ham, "Dolls"
ham, "Dom"
ham, "Don"
ham, "Don't4get2text"
ham, "Done"
ham, "Don€˜t"
ham, "Dormitory"
ham, "Dr"
ham, "Drink"
ham, "Driver"
ham, "Drop"
ham, "Dude"
ham, "Dude."
ham, "Dun"
ham, "Dunno"
ham, "Dunno,"
ham, "Dvd"
ham, "E-namous."
ham, "E-ternal."
ham, "EACHOTHER."
ham, "ELLO"
ham, "EMAIL"
ham, "ENC"
ham, "ENJOYIN"
ham, "ENUFCREDEIT"
ham, "ER"
ham, "ER,"
ham, "ER."
ham, "ESPECIALLY"
ham, "EVE."
ham, "EVEN"
ham, "EVENING*"
ham, "EVERY1"
ham, "EVERYTHIN"
ham, "EVONE"
ham, "EXACT"
ham, "EXAMS"
ham, "EXETER"
ham, "EXPLAIN"
ham, "EY!"
ham, "Each"
ham, "Early"
ham, "Earth..."
ham, "East"
ham, "Easy"
ham, "Eat"
ham, "Eatin"
ham, "Eckankar"
ham, "Edison"
ham, "Ee"
ham, "Eek"
ham, "Eek!"
ham, "Egbon"
ham, "Eh"
ham, "Either"
ham, "Ela"
ham, "Election"
ham, "Eleven"
ham, "Em,"
ham, "Emily"
ham, "Emotion"
ham, "En"
ham, "English"
ham, "Enna"
ham, "Er"
ham, "Er,"
ham, "Erm"
ham, "Erm."
ham, "Erm..."
ham, "Err..."
ham, "Erutupalam"
ham, "Ese"
ham, "Especially"
ham, "Esplanade"
ham, "Eta"
ham, "Even"
ham, "Evening"
ham, "Evenings"
ham, "Ever."
ham, "Every"
ham, "Everybody"
ham, "Everyday"
ham, "Everything"
ham, "Everytime..."
ham, "Evn"
ham, "Evrde"
ham, "Evrey"
ham, "Evrut/4QF2"
ham, "Evry"
ham, "Ew"
ham, "Exactly."
ham, "Exam"
ham, "Excellent"
ham, "Excellent!"
ham, "Excellent,"
ham, "Except"
ham, "Executive"
ham, "Exorcism"
ham, "Expected..."
ham, "Expecting"
ham, "Explain!"
ham, "Express"
ham, "Expression"
ham, "Eyes"
ham, "FA,"
ham, "FANCY"
ham, "FAR"
ham, "FEEL"
ham, "FEELINGOOD"
ham, "FFFFUUUUUUUdinner...s"
ham, "FIELDOF"
ham, "FIFTEEN"
ham, "FIGHTS."
ham, "FINE"
ham, "FINISH"
ham, "FIT"
ham, "FIZZ."
ham, "FONE"
ham, "FONE,"
ham, "FONIN"
ham, "FOREVER!"
ham, "FOUNDURSELF"
ham, "FR'NDSHIP"
ham, "FRAN"
ham, "FRANYxxxxxing"
ham, "FREINDS"
ham, "FRESHERS"
ham, "FRIEND"
ham, "FRIENDS"
ham, "FRIENDSHIP"
ham, "FRMCLOUD"
ham, "FRNDS"
ham, "FRNDSHIP"
ham, "FRNDSHIPoiding"
ham, "FROMWRK"
ham, "FUDGE"
ham, "FUNNY!"
ham, "Face.:)national"
